2007-01-02, 01:40,3.1,0.1,8.8,2.1,8.9,2.1,7.4,2,7.5,2,6.3,2,316.7,15.2,310.5,18.1,311,23.5,8.9,7.5
2007-01-02, 01:50,3.2,0,7.4,1.8,7.4,1.9,6.3,1.9,6.4,1.8,5.4,1.7,311.2,16.6,305.3,20.6,306.2,24.5,7.4,6.4
2007-01-02, 02:00,3.1,0,7.2,1.8,7.2,1.8,6,1.7,6.1,1.8,5.2,1.7,309.5,15.2,304.1,18.9,303.9,23.5,7.2,6.1
2007-01-02, 02:10,3,0.1,7.5,1.9,7.5,2,6.1,2,6.2,2,5.1,1.9,308.2,15.9,304.9,25.6,305.9,26.7,7.5,6.2
2007-01-02, 02:20,3,0,6.7,2.1,6.7,2.2,5.7,2.3,5.7,2.3,4.8,2.1,306.2,21.5,303.7,24.5,307,25.6,6.7,5.7
2007-01-02, 02:30,3,0,7.2,1.8,7.2,1.8,5.9,2,5.9,2,4.9,2,309.1,15.2,302.6,21.5,300,27.9,7.2,5.9
2007-01-02, 02:40,2.8,0,6.7,1.8,6.7,1.9,5.6,2,5.6,2,4.9,2.1,311.4,15.9,304.7,20.6,309.9,29.1,6.7,5.6
2007-01-02, 02:50,2.7,0,7.5,2.2,7.5,2.3,6.4,2.2,6.5,2.3,5.5,2.1,309.3,15.9,302.9,19.7,304.1,25.6,7.5,6.5
2007-01-02, 03:00,2.8,0,8.7,2.7,8.7,2.8,7.3,2.8,7.4,2.8,6.3,2.6,307.4,15.9,302.6,19.7,303.3,24.5,8.7,7.4
2007-01-02, 03:10,2.9,0,7.9,1.9,7.9,1.9,6.5,2.2,6.7,2.1,5.6,2.1,307.2,15.9,305.7,23.5,304.5,24.5,7.9,6.7
2007-01-02, 03:20,2.9,0,7.7,1.9,7.7,2,6.3,1.9,6.4,1.9,5.5,1.7,309.5,18.1,303.7,21.5,305.3,27.9,7.7,6.4
2007-01-02, 03:30,2.9,0,7.9,2.1,7.8,2,6.5,2.2,6.5,2.2,5.6,1.9,306.2,15.9,301,21.5,301.2,21.5,7.9,6.5
2007-01-02, 03:40,2.7,0,7.8,1.7,7.6,1.8,6.5,1.7,6.6,1.7,5.6,1.6,304.1,15.2,299,18.9,301.8,22.5,7.8,6.6
2007-01-02, 03:50,2.8,0,9.3,2.3,9.2,2.3,7.8,2.3,7.9,2.3,6.6,2.2,304.3,15.2,298.2,18.9,297.4,22.5,9.3,7.9
2007-01-02, 04:00,2.9,0,9.9,2.6,9.9,2.6,8.4,2.6,8.5,2.7,7.1,2.4,300.8,16.6,295.2,18.9,295.8,23.5,9.9,8.5
2007-01-02, 04:10,2.9,0,9.3,2.1,9.3,2.2,8,2.1,8,2.1,6.7,2,302.9,15.9,297,20.6,298.2,25.6,9.3,8
2007-01-02, 04:20,2.6,0.1,9.6,2.1,9.6,2.2,8.1,2.2,8.1,2.2,6.8,2.2,299.8,15.2,296.6,21.5,296.2,26.7,9.6,8.1
2007-01-02, 04:30,2.5,0,10.5,2.3,10.3,2.4,8.8,2.4,8.8,2.4,7.2,2.4,301.2,15.9,294.4,20.6,293.2,26.7,10.5,8.8
2007-01-02, 04:40,2.6,0.1,10.5,2.7,10.4,2.8,8.5,2.7,8.6,2.8,7.4,2.7,305.7,17.3,302,24.5,301.4,23.5,10.5,8.6
2007-01-02, 04:50,2.7,0,10.1,3.1,10,3.2,8.5,3.1,8.6,3.2,7.4,2.9,302.6,17.3,297.6,23.5,300.2,31.8,10.1,8.6
2007-01-02, 05:00,2.6,0,12.6,2.9,12.5,2.9,10.7,3.1,10.7,3.2,9.2,3.2,310.1,15.2,305.1,22.5,303.9,22.5,12.6,10.7
2007-01-02, 05:10,2.5,0.1,11.6,3.3,11.5,3.5,9.8,3.3,9.9,3.5,8.4,3.2,310.5,15.2,303.7,18.1,302.6,22.5,11.6,9.9
2007-01-02, 05:20,2.4,0,11.1,2.5,11,2.5,9.2,2.6,9.3,2.6,7.9,2.7,308.4,15.9,301.4,21.5,301.8,25.6,11.1,9.3
2007-01-02, 05:30,2.4,0,11.8,3.1,11.6,3.1,10.1,2.9,10.1,2.9,8.5,2.8,309.3,16.6,303.3,20.6,305.7,25.6,11.8,10.1
2007-01-02, 05:40,2.3,0,10.6,2.9,10.6,2.9,8.9,2.8,9,2.8,7.5,2.7,314.6,18.9,306.8,18.9,310.3,26.7,10.6,9
2007-01-02, 05:50,2.2,0,12.6,2.5,12.5,2.7,10.8,2.7,10.8,2.8,9.4,2.9,313.7,15.2,307.8,18.1,307.4,22.5,12.6,10.8
2007-01-02, 06:00,1.9,0,11.7,2.8,11.7,2.9,9.9,3.1,10,3.2,8.5,3.1,309.1,17.3,304.1,20.6,305.3,27.9,11.7,10
2007-01-02, 06:10,1.7,0,10.8,2.8,10.8,2.8,9.2,3.1,9.3,3.1,8,2.9,311.6,17.3,304.1,23.5,307.6,27.9,10.8,9.3
2007-01-02, 06:20,1.5,0.1,12.3,2.8,12.2,2.8,10.3,3.1,10.3,3.1,8.8,3.1,310.3,15.9,306.2,20.6,308.4,24.5,12.3,10.3
2007-01-02, 06:30,1.3,0,11.7,3.2,11.6,3.3,9.8,2.9,9.9,3.1,8.7,2.9,311,18.1,305.5,23.5,306.6,24.5,11.7,9.9
2007-01-02, 06:40,1.1,0.1,10.5,2.6,10.6,2.7,8.8,2.8,8.9,2.9,7.7,2.8,314.3,18.1,309.1,20.6,308.9,24.5,10.6,8.9
2007-01-02, 06:50,0.8,0,11.6,2.7,11.7,2.8,9.9,2.8,10,2.9,8.6,2.8,313.7,14.6,309.1,19.7,308.2,24.5,11.7,10
2007-01-02, 07:00,0.8,0,12.4,3.5,12.3,3.6,10.5,3.3,10.6,3.5,9.2,3.2,314.1,15.9,306.8,17.3,308.4,22.5,12.4,10.6
2007-01-02, 07:10,0.6,0,12,2.9,12,2.9,10.1,2.9,10.1,2.9,8.9,2.6,316.5,16.6,310.5,20.6,313.3,23.5,12,10.1
2007-01-02, 07:20,0.4,0.1,11.7,3.3,11.7,3.3,10.1,3.3,10.3,3.3,8.8,3.2,313.1,15.2,307.4,22.5,306.4,24.5,11.7,10.3
2007-01-02, 07:30,0.2,0,12.7,2.7,12.7,2.9,10.7,2.9,10.8,2.9,9.3,2.9,315.6,15.9,311,20.6,309.5,21.5,12.7,10.8
2007-01-02, 07:40,0.2,0,11.8,3.2,11.8,3.2,9.9,3.2,9.9,3.2,8.6,3.2,315,17.3,311.6,19.7,313.3,22.5,11.8,9.9
2007-01-02, 07:50,0.2,0,13.2,3.1,13.2,3.2,11.1,3.2,11.1,3.2,9.5,3.2,313.9,15.9,307.6,18.9,310.7,23.5,13.2,11.1
2007-01-02, 08:00,0.1,0,13.9,3.3,13.9,3.5,12,3.5,12,3.5,10.3,3.3,313.3,15.2,309.1,20.6,309.3,21.5,13.9,12
2007-01-02, 08:10,0.1,0,12.3,3.3,12.3,3.5,10.4,3.5,10.5,3.5,9.2,3.3,312.9,15.9,308,21.5,309.9,23.5,12.3,10.5
2007-01-02, 08:20,0,0,11.2,2.8,11.3,2.9,9.7,3.1,9.8,3.1,8.6,3.2,317.1,16.6,311.6,21.5,313.3,26.7,11.3,9.8
2007-01-02, 08:30,-0.1,0,10.1,2.8,10.1,2.9,8.5,3.1,8.8,3.1,7.8,3.1,316,18.1,314.1,23.5,316.7,23.5,10.1,8.8
2007-01-02, 08:40,-0.1,0,9.6,2.9,9.6,3.1,8.3,2.7,8.5,2.8,7.6,2.7,324.5,18.9,320.1,21.5,319.9,29.1,9.6,8.5
2007-01-02, 08:50,-0.1,0.1,7.8,2.5,7.9,2.6,6.8,2.5,7,2.5,6,2.3,323.2,22.5,321.9,24.5,323.8,31.8,7.9,7
2007-01-02, 09:00,-0.1,0.1,8.4,2.5,8.4,2.7,7.2,2.6,7.3,2.7,6.4,2.6,324.5,21.5,320.6,25.6,321.4,24.5,8.4,7.3
2007-01-02, 09:10,-0.1,0.1,7.4,2.2,7.4,2.2,6.4,2.4,6.5,2.3,5.8,2.3,327.4,21.5,322.1,22.5,322.1,26.7,7.4,6.5
2007-01-02, 09:20,-0.1,0.1,6.6,2.4,6.6,2.4,5.7,2.4,5.7,2.5,5.3,2.3,325.8,24.5,328.7,31.8,329.4,33.2,6.6,5.7
2007-01-02, 09:30,-0.1,0,7.2,2,7.2,2.1,6.4,2.1,6.4,2.1,5.8,1.9,322.1,18.1,320.4,20.6,323,22.5,7.2,6.4
2007-01-02, 09:40,0,0,6.7,2.4,6.7,2.5,5.8,2.3,5.9,2.3,5.2,2.2,325.4,20.6,319.5,26.7,317.8,29.1,6.7,5.9
2007-01-02, 09:50,0.1,0,7.7,2.3,7.7,2.3,6.5,2.4,6.6,2.4,6,2.2,314.8,20.6,311,26.7,313.1,27.9,7.7,6.6
2007-01-02, 10:00,0.6,0.2,7,2.8,7,2.8,6,2.7,6.1,2.7,5.1,2.6,316.3,21.5,312.9,27.9,316.3,31.8,7,6.1
2007-01-02, 10:10,1.2,0,8.3,2.6,8.3,2.7,7.2,2.4,7.3,2.4,6.5,2.3,317.5,20.6,316,30.4,315.8,31.8,8.3,7.3
2007-01-02, 10:20,1.2,0,9.6,2.6,9.5,2.7,8.1,2.6,8.1,2.7,7.1,2.4,319.7,18.1,316.5,21.5,318,27.9,9.6,8.1
2007-01-02, 10:30,1.1,0,11.5,3.5,11.4,3.5,9.8,2.9,9.9,3.1,8.6,2.9,317.1,17.3,311.6,22.5,311.2,25.6,11.5,9.9
2007-01-02, 10:40,1.2,0.1,9.2,2.7,9.2,2.7,8.2,2.8,8.2,2.8,7.4,2.7,318,19.7,316.7,21.5,318.8,27.9,9.2,8.2
2007-01-02, 10:50,1.5,0.1,9.4,3.1,9.4,3.1,7.9,2.9,8,3.1,7,2.9,315,19.7,309.9,22.5,312.9,34.6,9.4,8
2007-01-02, 11:00,1.7,0.2,9.9,3.1,9.9,3.2,8.5,3.1,8.5,3.1,7.3,2.9,312.2,20.6,305.5,25.6,306.6,29.1,9.9,8.5
2007-01-02, 11:10,2,0.1,10.2,2.6,10.3,2.7,8.6,2.7,8.6,2.8,7.6,2.7,307.8,18.1,303.1,21.5,306.2,27.9,10.3,8.6
2007-01-02, 11:20,2.3,0.1,8.3,2.8,8.1,2.9,6.6,2.8,6.5,2.9,5.5,2.6,314.6,22.5,312.2,34.6,315.2,36.2,8.3,6.6
2007-01-02, 11:30,2.4,0,9.4,2.7,9.3,2.7,7.8,2.8,7.8,2.9,6.8,2.7,308.6,21.5,305.5,26.7,308.9,29.1,9.4,7.8
2007-01-02, 11:40,2.3,0,10.6,2.7,10.5,2.8,9,2.7,9,2.8,7.7,2.7,310.7,19.7,304.9,22.5,303.3,26.7,10.6,9
2007-01-02, 11:50,2.2,0,11.7,3.1,11.6,3.2,9.7,2.9,9.6,3.1,8.2,2.9,310.7,16.6,304.9,21.5,309.7,30.4,11.7,9.7
2007-01-02, 12:00,2.1,0,11.8,2.7,11.7,2.8,10.2,2.6,10.2,2.7,8.8,2.6,311.4,17.3,304.7,21.5,305.7,23.5,11.8,10.2
2007-01-02, 12:10,2.4,0,11.4,2.3,11.3,2.3,9.7,2.5,9.6,2.5,8.4,2.5,311,15.2,305.1,19.7,303.1,23.5,11.4,9.7
2007-01-02, 12:20,2.4,0,11.5,3.3,11.5,3.5,9.7,3.5,9.9,3.5,8.5,3.2,314.6,15.9,309.3,19.7,310.3,23.5,11.5,9.9
2007-01-02, 12:30,2.4,0,11.3,2.7,11.3,2.7,9.6,2.5,9.7,2.6,8.6,2.7,317.3,17.3,311.6,19.7,310.7,21.5,11.3,9.7
2007-01-02, 12:40,2.3,0,10.7,2.5,10.7,2.6,9.2,2.6,9.2,2.7,8.1,2.5,313.7,15.9,310.5,17.3,312,22.5,10.7,9.2
2007-01-02, 12:50,2.6,0,8.8,2.2,8.8,2.4,7.7,2.4,7.5,2.5,6.9,2.5,311.6,18.1,305.7,20.6,305.9,22.5,8.8,7.7
2007-01-02, 13:00,2.6,0.1,11,2.8,11,2.9,9.5,2.9,9.6,2.9,8.1,2.8,307,17.3,303.7,20.6,304.5,24.5,11,9.6
2007-01-02, 13:10,2.4,0,10.1,2.7,10.1,2.8,8.6,2.8,8.7,2.8,7.5,2.7,316.9,16.6,311.6,21.5,313.1,23.5,10.1,8.7
2007-01-02, 13:20,2.6,0,9.2,2.7,9.2,2.8,7.8,2.8,7.9,2.8,7,2.6,315.6,18.1,314.1,19.7,313.9,24.5,9.2,7.9
2007-01-02, 13:30,2.5,0,8.2,2.1,8.2,2.1,7.1,2.1,7.1,2.1,6.2,1.9,312,17.3,308.4,19.7,307.4,23.5,8.2,7.1
2007-01-02, 13:40,2.7,0,9.8,2.4,9.8,2.4,8.1,2.6,8.1,2.6,7.1,2.5,305.9,18.1,300.8,22.5,298.4,25.6,9.8,8.1
2007-01-02, 13:50,2.6,0,10.7,2.6,10.6,2.6,9.1,2.8,9.2,2.9,8,2.7,305.5,18.9,300.4,19.7,300.8,23.5,10.7,9.2
2007-01-02, 14:00,2.4,0,10.2,2.7,10.1,2.7,9,2.8,8.9,2.8,8,2.8,307,15.9,302.4,18.9,304.3,24.5,10.2,9
2007-01-02, 14:10,2.3,0,11.3,2.6,11.2,2.7,9.7,2.9,9.8,3.1,8.4,3.1,301.8,15.2,298.4,20.6,299.6,24.5,11.3,9.8
2007-01-02, 14:20,2.1,0,10.3,2.9,10.2,3.1,9,3.2,9,3.3,7.8,3.2,312.9,17.3,307.4,20.6,309.3,23.5,10.3,9
2007-01-02, 14:30,2,0,9.3,2.4,9.3,2.4,8,2.2,8.1,2.2,7.2,2.3,318,17.3,315.6,20.6,315.6,22.5,9.3,8.1
2007-01-02, 14:40,1.9,0,9.8,2.3,9.8,2.4,8.1,2.5,8.1,2.5,7.1,2.3,314.1,19.7,310.1,20.6,309.9,27.9,9.8,8.1
2007-01-02, 14:50,1.7,0,8.9,2.5,8.9,2.6,7.6,2.6,7.8,2.6,6.9,2.4,311.8,18.1,307.6,20.6,306.2,22.5,8.9,7.8
2007-01-02, 15:00,1.5,0.1,9.5,2.8,9.5,2.8,7.7,2.7,7.7,2.8,6.5,2.7,315.6,19.7,313.7,22.5,313.1,29.1,9.5,7.7
2007-01-02, 15:10,1.4,0,8.1,2.5,8.1,2.5,6.7,2.4,6.7,2.4,6,2.1,313.9,17.3,309.5,20.6,312.9,27.9,8.1,6.7
2007-01-02, 15:20,1.4,0,9.3,2.7,9.3,2.7,8,2.6,7.9,2.6,6.8,2.4,312.6,22.5,307,26.7,308.9,23.5,9.3,8
2007-01-02, 15:30,1.1,0,11.9,2.2,11.9,2.3,10.2,2.5,10.2,2.5,9,2.5,310.7,13.4,305.9,17.3,303.7,20.6,11.9,10.2
2007-01-02, 15:40,0.9,0.1,10.3,2.4,10.2,2.5,8.8,2.4,8.7,2.5,7.4,2.4,308.6,15.2,302.9,17.3,304.7,23.5,10.3,8.8
2007-01-02, 15:50,0.8,0,8.9,2.2,8.9,2.3,7.5,2.1,7.6,2.2,6.4,2,308.6,15.2,303.7,19.7,303.7,22.5,8.9,7.6
2007-01-02, 16:00,0.5,0,10.3,2,10.2,2.1,8.6,2.2,8.6,2.2,7.3,2,307.2,12.8,301.8,17.3,302,22.5,10.3,8.6
2007-01-02, 16:10,0.3,0,11.4,2.6,11.3,2.7,9.8,2.8,9.7,2.9,8.4,2.9,309.5,15.9,302.9,19.7,303.9,21.5,11.4,9.8
2007-01-02, 16:20,0.3,0,12.2,2.9,12.1,2.9,10.3,3.2,10.2,3.3,8.8,3.1,308,14.6,305.7,18.9,304.1,24.5,12.2,10.3
2007-01-02, 16:30,0.2,0,12.2,2.7,12.1,2.8,10.2,2.7,10.2,2.8,8.7,2.7,307.4,16.6,302.6,18.1,304.7,25.6,12.2,10.2
2007-01-02, 16:40,0.2,0,12.5,2.8,12.5,2.8,10.6,2.9,10.7,2.9,9,2.9,306.8,14.6,302.9,18.9,304.3,24.5,12.5,10.7
2007-01-02, 16:50,0.2,0,12.7,2.6,12.7,2.7,10.7,3.1,10.7,3.1,9.2,2.9,309.3,14.6,304.1,21.5,304.7,21.5,12.7,10.7
2007-01-02, 17:00,0.2,0,13.6,3.1,13.4,3.1,11.5,2.8,11.5,2.9,9.6,3.2,308.9,11.7,304.9,17.3,304.7,26.7,13.6,11.5
2007-01-02, 17:10,0.2,0,14.1,3.1,14.1,3.2,12,3.3,12.1,3.3,10.2,3.3,308.9,14.6,304.3,20.6,304.7,25.6,14.1,12.1
2007-01-02, 17:20,0.2,0,14.3,3.5,14.3,3.5,12.3,3.6,12.3,3.8,10.6,3.8,311.6,15.2,304.5,18.9,304.5,24.5,14.3,12.3
2007-01-02, 17:30,0.2,0,13.7,3.2,13.6,3.2,11.6,3.2,11.6,3.3,9.9,3.5,309.3,13.9,303.9,18.9,303.1,22.5,13.7,11.6
2007-01-02, 17:40,0.2,0,14,3.1,13.8,3.2,11.8,3.2,11.8,3.2,9.9,3.1,307.2,15.9,300.2,18.1,302,22.5,14,11.8
2007-01-02, 17:50,0.2,0,14.7,3.6,14.6,3.8,12.6,3.8,12.7,4,10.8,4,307.4,15.9,302.4,21.5,300.8,24.5,14.7,12.7
2007-01-02, 18:00,0.2,0,13.4,3.3,13.2,3.3,11.1,3.5,11.2,3.5,9.5,3.3,308.2,15.9,302.2,20.6,304.5,29.1,13.4,11.2
2007-01-02, 18:10,0.2,0,13.3,3.5,13.3,3.6,11.3,3.5,11.4,3.6,9.9,3.5,308.9,15.9,302.2,19.7,304.7,26.7,13.3,11.4
2007-01-02, 18:20,0.2,0,11.7,3.5,11.6,3.6,9.7,3.2,9.8,3.2,8.1,3.1,307.4,20.6,305.7,25.6,303.3,30.4,11.7,9.8
2007-01-02, 18:30,0.1,0,12.3,3.2,12.2,3.3,10.4,3.3,10.5,3.5,9.1,3.3,309.7,18.1,305.9,23.5,304.9,24.5,12.3,10.5
2007-01-02, 18:40,0.1,0,11.5,3.1,11.3,3.2,9.6,3.2,9.7,3.3,8.2,2.9,309.3,24.5,302,24.5,302,29.1,11.5,9.7
2007-01-02, 18:50,0.1,0,10.9,3.3,10.9,3.5,9.2,3.2,9.1,3.5,7.8,3.2,309.5,18.9,303.5,23.5,305.9,33.2,10.9,9.2
2007-01-02, 19:00,0,0,10.4,2.9,10.4,2.9,8.5,2.8,8.7,2.9,7.2,2.6,308.9,19.7,305.5,24.5,306.8,33.2,10.4,8.7
2007-01-02, 19:10,-0.1,0,9.3,2.6,9.2,2.7,7.7,2.8,7.6,2.9,6.5,2.7,313.9,21.5,309.3,29.1,311.6,39.5,9.3,7.7
2007-01-02, 19:20,-0.1,0,8,2.9,8,3.1,6.7,2.7,6.6,2.7,5.9,2.6,315,24.5,308.6,29.1,310.3,36.2,8,6.7
2007-01-02, 19:30,-0.1,0,8.7,2.4,8.7,2.5,7.4,2.5,7.4,2.5,6.4,2.4,316.5,20.6,311,27.9,311,31.8,8.7,7.4
2007-01-02, 19:40,-0.1,0.1,8,2.8,7.9,2.9,6.8,2.7,6.7,2.8,6.1,2.7,316.9,30.4,315.4,34.6,318.4,39.5,8,6.8
2007-01-02, 19:50,-0.1,0.1,7.2,2.8,7.2,2.8,6.3,2.8,6.2,2.9,5.7,2.8,318.6,25.6,316,31.8,322.3,36.2,7.2,6.3
2007-01-02, 20:00,-0.2,0.1,7.7,2.8,7.7,2.9,6.7,2.9,6.7,2.9,5.9,2.6,315.8,22.5,312.9,27.9,321.9,37.8,7.7,6.7
2007-01-02, 20:10,-0.2,0.1,6.8,2.5,6.8,2.5,5.5,2.4,5.4,2.4,4.7,2.1,321.2,30.4,316.7,31.8,319.3,39.5,6.8,5.5
2007-01-02, 20:20,-0.2,0.1,8.2,2.7,8.2,2.7,6.6,2.5,6.6,2.6,5.8,2.3,315.8,18.9,313.7,25.6,316.3,34.6,8.2,6.6
2007-01-02, 20:30,-0.2,0.1,5.9,2.2,5.8,2.3,4.9,2.3,4.8,2.4,4.3,2.2,323.8,29.1,319.3,34.6,319.3,36.2,5.9,4.9
2007-01-02, 20:40,-0.2,0.1,6,2.4,6,2.5,5.2,2.4,5.2,2.4,4.8,2.2,314.8,27.9,307.6,33.2,310.1,37.8,6,5.2
2007-01-02, 20:50,-0.2,0.1,6,1.9,5.9,2,5.2,1.7,5,1.7,4.6,1.8,325.6,29.1,322.5,30.4,327.6,31.8,6,5.2
2007-01-02, 21:00,-0.2,0.1,6.3,1.9,6.3,2,5.4,2,5.4,2.1,4.9,1.9,326.3,27.9,324.3,30.4,328.5,29.1,6.3,5.4
2007-01-02, 21:10,-0.2,0.1,5.5,1.8,5.4,1.8,4.7,1.7,4.6,1.7,4.4,1.6,329.6,25.6,326.7,24.5,331.2,26.7,5.5,4.7
2007-01-02, 21:20,-0.4,0,4.4,1.6,4.4,1.7,3.8,1.7,3.7,1.7,3.5,1.5,334.3,19.7,329.6,26.7,329.6,25.6,4.4,3.8
2007-01-02, 21:30,-0.5,0.1,3.6,1.5,3.7,1.5,3.3,1.4,3.1,1.5,3.1,1.3,338.6,27.9,333.4,26.7,334.5,26.7,3.7,3.3
2007-01-02, 21:40,-0.6,0.1,3.4,0.9,3.5,1,3.1,0.9,2.9,1,2.8,0.9,338.6,17.3,337.7,18.9,341.2,19.7,3.5,3.1
2007-01-02, 21:50,-0.5,0,4.4,1.2,4.5,1.2,3.9,1.2,3.8,1.2,3.6,1,329.8,17.3,327.1,18.9,328.7,22.5,4.5,3.9
2007-01-02, 22:00,-0.6,0,5.1,1.9,5.1,2,4.1,1.8,4,2,3.6,1.6,313.7,20.6,308.4,25.6,311,31.8,5.1,4.1
2007-01-02, 22:10,-0.5,0,6.1,1.8,6.2,1.7,5.1,1.7,5,1.8,4.4,1.8,314.1,15.2,309.9,18.1,309.5,22.5,6.2,5.1
2007-01-02, 22:20,-0.5,0,6,1.7,6.1,1.7,5,1.5,4.9,1.6,4.3,1.5,319.5,19.7,314.3,25.6,317.3,27.9,6.1,5
2007-01-02, 22:30,-0.3,0,5.2,2,5.1,2.2,4.4,1.9,4.2,2,3.7,1.7,318.4,21.5,312.2,25.6,314.3,29.1,5.2,4.4
2007-01-02, 22:40,-0.3,0,5.4,2.1,5.4,2.1,4.3,1.9,4.2,2.1,3.9,1.7,317.1,23.5,312.6,26.7,312.4,30.4,5.4,4.3
2007-01-02, 22:50,-0.3,0,3.9,1.5,3.8,1.5,2.9,1.5,2.7,1.6,2.7,1.5,310.7,31.8,307.8,39.5,303.1,55.8,3.9,2.9
2007-01-02, 23:00,-0.3,0.1,3.9,1.5,4,1.5,3.3,1.5,3.1,1.6,3.1,1.3,304.9,26.7,300.6,31.8,299.8,34.6,4,3.3
2007-01-02, 23:10,-0.3,0,3.8,1.3,3.8,1.3,3.2,1.3,2.9,1.5,2.8,1.3,312.2,24.5,309.9,26.7,316.9,34.6,3.8,3.2
2007-01-02, 23:20,-0.3,0,4.1,1.6,4.1,1.7,3.4,1.7,3.2,1.7,3,1.5,303.7,18.1,295.6,18.9,298.2,25.6,4.1,3.4
2007-01-02, 23:30,-0.5,0,3.9,1,3.9,1.1,3.2,1.2,2.9,1.3,2.9,1.2,305.3,19.7,301.2,21.5,303.9,31.8,3.9,3.2
2007-01-02, 23:40,-0.8,0,4,1,4,1,3.3,1,3.2,1,3,1,308.6,15.2,304.1,18.1,305.7,20.6,4,3.3
2007-01-02, 23:50,-1,0,3.8,0.5,3.8,0.5,3,0.6,2.8,0.7,2.6,0.6,308.2,10.3,303.9,15.2,305.5,19.7,3.8,3
2007-01-03, 00:00,-1.3,0,3.8,0.6,3.8,0.6,3,0.7,2.8,0.8,2.5,0.8,303.1,9.9,297.6,13.9,297.2,17.3,3.8,3
2007-01-03, 00:10,-1.7,0.1,4.1,0.6,4.1,0.6,3.2,0.7,3,0.7,2.6,0.8,295.4,8.7,290,13.4,289.4,17.3,4.1,3.2
2007-01-03, 00:20,-2,0,3.8,0.5,3.7,0.5,3.1,0.6,2.9,0.7,2.5,0.6,291.4,6.7,285.7,11.2,285.3,13.9,3.8,3.1
2007-01-03, 00:30,-2.1,0,3.7,0.5,3.7,0.5,3.3,0.7,3.2,0.7,3,0.7,281.7,4.7,276.6,6.7,275.3,11.2,3.7,3.3
2007-01-03, 00:40,-2.4,0.1,4.3,0.4,4.3,0.4,3.9,0.5,3.8,0.5,3.4,0.7,284,4.9,278.3,6.7,278.7,11.2,4.3,3.9
2007-01-03, 00:50,-2.6,0,4.5,0.4,4.5,0.4,3.9,0.6,3.7,0.7,3.1,0.8,285.3,4.5,280.4,8.3,281.5,13.4,4.5,3.9
2007-01-03, 01:00,-2.7,0,4.9,0.4,4.8,0.4,4,0.7,3.8,0.7,3.3,0.7,288.6,4.9,285.7,9.9,284,14.6,4.9,4
2007-01-03, 01:10,-2.5,0,4.6,0.4,4.6,0.4,3.8,0.5,3.7,0.6,3.1,0.6,291.4,5.1,287.1,9,285.1,13.9,4.6,3.8
2007-01-03, 01:20,-2.4,0,4.7,0.5,4.7,0.5,4.2,0.6,4.1,0.6,3.8,0.7,280.6,4.9,276,8.7,275.5,12.2,4.7,4.2
2007-01-03, 01:30,-2.4,0,5.2,0.5,5.1,0.5,4.6,0.7,4.5,0.7,4.2,0.8,277.2,5.1,272,8.7,274,11.7,5.2,4.6
2007-01-03, 01:40,-2.4,0,5.5,0.7,5.4,0.6,4.9,0.6,4.7,0.7,4.3,0.7,272,7.3,268.7,8.7,271.2,12.8,5.5,4.9
2007-01-03, 01:50,-2.3,0,6.8,0.6,6.6,0.6,5.9,0.7,5.7,0.8,5.1,1,269.2,6.7,267.4,10.8,268.5,13.9,6.8,5.9
2007-01-03, 02:00,-2.5,0,6.2,0.6,6.2,0.6,5.4,0.8,5.3,0.8,4.6,1,279.6,6.7,277,9.4,277.7,13.4,6.2,5.4
2007-01-03, 02:10,-2.5,0,6.3,0.6,6.2,0.7,5.5,0.8,5.4,0.9,4.7,0.9,286.5,6.7,281.9,9.4,282.8,13.4,6.3,5.5
2007-01-03, 02:20,-2.2,0,6.4,0.8,6.4,0.9,5.4,0.9,5.2,1,4.5,1,289,9,284.4,12.8,286.9,18.9,6.4,5.4
2007-01-03, 02:30,-2.1,0,6,1,6,1,4.9,1,4.8,1.1,4.1,1.1,294.6,10.3,289.2,12.8,290,20.6,6,4.9
2007-01-03, 02:40,-2,0,6.2,0.8,6.2,0.8,5.2,1,5.1,1,4.3,1,293.2,9.4,290.6,13.9,292.2,18.1,6.2,5.2
2007-01-03, 02:50,-1.8,0,6.6,0.9,6.6,0.9,5.4,1.2,5.3,1.2,4.5,1.3,288.8,8.7,284.4,15.2,285.9,18.9,6.6,5.4
2007-01-03, 03:00,-1.6,0.1,7.5,1.1,7.5,1.1,6.6,1.2,6.4,1.3,5.7,1.3,283.2,9,279.2,13.4,279.4,15.9,7.5,6.6
2007-01-03, 03:10,-1,0.1,7.5,0.9,7.4,1,6.6,1.1,6.4,1.2,5.6,1.3,275.3,9.9,271.4,12.8,272.1,22.5,7.5,6.6
2007-01-03, 03:20,-0.9,0,6.8,1.2,6.6,1.2,6.1,1.2,5.8,1.3,5.3,1.4,272,9,267,13.9,267.4,15.9,6.8,6.1
2007-01-03, 03:30,-1,0.1,6.3,1.1,6.2,1.1,5.5,1.1,5.2,1.2,4.9,1.1,274.4,9.4,270.3,13.9,271.6,17.3,6.3,5.5
2007-01-03, 03:40,-1.4,0,5.7,0.9,5.5,0.9,4.9,1,4.7,1.1,4.3,1.1,277.3,9.4,274,13.4,274,16.6,5.7,4.9
2007-01-03, 03:50,-1.9,0,5.9,0.8,5.8,0.8,5.1,0.9,4.9,1,4.5,1,275.7,7.3,271.2,10.8,272.1,13.4,5.9,5.1
